city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
Chester,United Kingdom,18.45,83.03,8.00,4.86,4.92,3.78,2.05,1.54,1.23,1.70,1.53,2.07,7.07,7.07,8.74,2.13,1.64,1.64,1.97,0.90,1.11,1.31,1.10,9.84,2.08,3.08,15.99,3.69,55.97,3.44,0.76,25.09,1.91,26322.00,24600.00,166.54,0.03,33.21,42.56,17.22,13.53,1168.50,18757.50,95.33,38.95,86.10,100.45,1301.75,891.75,2583.00,1718.93,2767.50,2706.00,3533.18,2.57,1.00
Magadan,Russia,24.00,80.00,4.00,1.92,4.00,2.40,1.14,0.78,1.41,1.09,1.49,2.46,16.00,12.80,14.40,4.00,4.56,4.80,8.00,1.92,1.36,1.60,1.65,9.60,1.92,4.80,1.92,0.80,nan,2.88,nan,nan,0.90,nan,nan,160.00,nan,36.80,nan,nan,nan,80.00,nan,64.00,48.00,96.00,96.00,480.00,240.00,720.00,400.00,nan,nan,1040.00,11.35,0.00
Panevezys,Lithuania,7.38,27.40,6.32,4.21,2.37,1.16,0.84,1.51,1.17,1.26,1.75,2.22,8.87,5.54,9.30,1.01,1.11,1.21,1.95,0.48,0.56,1.69,0.79,7.38,1.16,1.48,4.48,0.55,nan,1.05,0.84,13.17,1.72,20021.16,20021.16,145.68,0.07,10.96,29.86,6.85,7.38,368.81,4648.77,73.76,35.83,94.84,84.30,263.44,228.31,530.39,425.01,1107.49,889.36,967.51,2.38,0.00
Jonkoping,Sweden,9.68,62.95,9.10,6.68,6.68,3.89,1.83,1.67,1.29,2.26,2.34,3.21,9.17,9.03,13.54,2.74,2.42,2.44,3.24,1.55,1.26,1.82,1.38,8.23,2.05,2.11,6.68,2.91,81.83,9.68,0.97,63.43,1.99,24157.00,23830.09,82.85,0.11,34.94,33.69,19.13,14.53,140.71,3002.07,95.12,34.83,96.60,180.12,809.83,629.22,1459.46,962.92,4302.39,2288.74,2235.67,2.21,1.00
Umea,Sweden,11.62,67.79,8.23,6.29,6.29,3.37,1.76,1.82,1.23,1.73,2.81,3.68,9.51,7.15,15.95,2.57,2.45,2.57,2.74,1.26,1.57,1.89,1.16,8.62,1.75,2.01,5.81,3.24,53.26,5.57,3.68,77.42,1.95,27115.49,27083.21,44.44,0.05,27.37,35.73,35.19,14.53,29.05,nan,75.05,20.95,65.83,98.76,468.07,564.91,774.73,677.89,3980.17,3389.44,2498.50,2.24,0.00
Queluz,Portugal,7.38,39.52,8.96,2.47,2.32,1.58,1.83,1.32,0.72,1.05,0.98,1.65,5.53,5.01,8.96,1.19,1.58,1.32,1.58,0.84,1.11,0.95,0.53,4.21,0.79,3.69,5.06,2.11,42.15,3.69,nan,10.54,2.16,28451.12,36881.08,167.47,0.21,34.25,44.78,31.61,7.90,408.33,nan,47.42,33.37,82.54,158.06,843.00,632.25,1580.62,948.37,nan,nan,790.31,1.75,0.00
Jaffna,Sri Lanka,2.58,13.56,4.07,1.00,1.36,nan,0.30,0.14,0.85,0.20,0.46,0.87,5.79,2.17,5.15,1.94,0.58,1.56,0.76,0.66,0.54,0.27,0.30,8.14,0.89,1.69,4.88,nan,nan,0.14,0.18,0.54,0.66,nan,29830.75,27.12,0.01,8.14,nan,nan,0.81,27.12,1084.75,21.70,nan,33.22,14.37,nan,nan,nan,67.80,nan,nan,nan,15.00,0.00
Lobnya,Russia,16.00,48.00,4.00,nan,1.44,1.92,0.80,0.48,1.12,0.64,1.60,1.54,11.20,4.00,11.20,1.60,1.28,1.60,4.00,0.96,0.80,0.80,0.64,9.60,0.64,1.44,nan,0.80,nan,0.80,0.16,nan,0.75,nan,nan,181.33,nan,8.00,nan,nan,9.60,nan,nan,80.00,40.00,80.00,80.00,640.00,480.00,960.00,720.00,2880.00,1920.00,1600.00,20.00,0.00
Hartlepool,United Kingdom,28.91,64.58,8.61,4.31,3.69,2.77,1.66,1.05,0.98,1.23,nan,1.85,6.13,7.20,4.92,nan,nan,nan,nan,nan,nan,nan,nan,7.38,2.46,nan,14.76,2.21,82.35,3.08,1.53,17.71,1.90,nan,nan,nan,nan,36.90,21.53,nan,nan,nan,nan,nan,nan,nan,49.20,nan,474.78,nan,nan,nan,nan,nan,nan,0.00
Glyfada,Greece,12.64,47.42,5.80,5.27,5.27,4.14,2.11,0.79,1.40,0.95,1.48,2.63,8.96,8.69,11.59,1.42,1.79,1.16,1.11,1.63,0.84,1.05,1.05,8.43,2.11,3.16,4.85,nan,nan,1.36,0.78,12.44,2.22,22075.96,19810.41,244.87,0.78,35.12,43.91,18.44,8.43,433.21,11064.32,64.98,32.93,79.03,98.35,1123.99,913.25,1966.99,1510.37,10537.45,6322.47,1106.43,4.50,0.00
Germantown,United States,12.00,60.00,8.50,4.00,4.00,4.00,1.00,1.55,nan,nan,2.32,nan,7.86,nan,nan,4.96,1.22,5.84,3.64,3.28,3.31,1.40,0.55,7.75,nan,1.94,7.75,nan,nan,nan,nan,nan,1.22,20175.00,19625.00,170.38,0.25,72.50,nan,nan,13.25,1100.00,nan,41.66,32.50,62.00,71.66,nan,nan,nan,nan,1732.99,nan,7291.67,5.43,0.00
Poitiers,France,14.23,34.77,7.38,5.80,4.74,2.49,3.16,1.91,0.90,1.32,1.77,2.37,8.43,10.01,19.76,1.74,1.69,2.11,2.11,1.39,1.48,0.74,0.63,3.16,1.05,3.16,10.54,1.79,31.61,2.53,1.75,20.86,2.00,25289.89,25992.38,114.55,0.11,23.97,28.10,12.12,8.69,639.89,5338.98,84.30,21.07,94.84,120.92,410.96,333.69,878.12,702.50,2002.12,1580.62,2004.75,1.57,0.00
Babahoyo,Ecuador,2.75,23.50,5.00,2.00,3.00,2.00,0.42,0.40,0.85,1.65,1.12,1.70,5.00,4.12,7.00,2.00,1.00,0.50,nan,0.90,1.30,0.70,1.00,nan,1.50,nan,5.00,nan,nan,nan,nan,nan,0.50,19000.00,24000.00,50.00,0.10,20.00,nan,nan,5.00,150.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,13.00,0.00
Presov,Slovakia,4.43,22.13,6.32,1.37,1.58,1.67,1.58,1.33,0.72,0.58,1.42,2.36,5.39,5.14,9.37,1.33,1.52,1.69,3.66,0.69,0.82,1.40,0.48,3.69,0.78,0.69,3.69,0.53,20.97,1.58,1.05,9.96,1.52,16859.92,17020.39,149.87,0.04,17.63,40.83,15.81,6.32,421.50,nan,48.08,43.66,74.93,64.40,375.40,266.07,542.68,376.71,1758.44,1477.88,831.30,1.16,1.00
Dobrich,Bulgaria,6.41,32.06,6.41,1.60,2.14,1.60,1.60,1.07,1.03,0.80,2.94,1.60,7.30,6.14,6.55,1.71,1.37,1.25,1.50,0.59,0.93,0.98,0.45,5.08,0.75,1.47,3.21,0.53,21.37,0.80,0.64,4.27,1.62,21372.74,21372.74,114.88,0.10,8.55,14.69,13.36,6.41,240.44,3205.91,37.40,22.26,64.12,66.79,293.88,187.01,427.45,320.59,796.37,530.39,637.17,2.93,0.00
Mechelen,Belgium,14.75,84.30,9.22,4.21,4.21,3.64,2.90,2.56,1.06,1.66,2.21,3.65,11.04,10.05,14.47,2.02,2.14,2.20,2.31,1.92,0.87,0.94,0.66,5.27,2.03,0.97,7.43,2.63,51.63,6.85,nan,nan,1.97,28451.12,29504.87,136.46,0.16,55.85,29.33,13.00,9.48,478.22,26343.63,108.89,52.69,94.84,121.18,779.77,670.88,1104.93,906.22,4004.23,3477.36,2278.72,1.48,0.00
Fuengirola,Spain,7.38,26.34,8.42,2.63,3.16,1.84,1.65,1.26,0.83,1.03,1.05,2.45,10.84,3.16,12.21,1.61,1.34,1.21,1.53,1.12,1.07,0.84,0.71,4.21,1.01,1.72,5.27,1.13,31.61,2.63,0.79,20.23,1.56,26343.63,24130.77,81.67,0.16,34.91,36.88,21.07,7.38,375.40,8935.76,75.52,21.07,73.76,97.85,1380.41,737.62,1001.06,1001.06,nan,nan,1475.24,2.17,0.00
Valjevo,Serbia,3.42,22.44,5.39,2.56,1.97,1.46,1.28,0.36,0.53,0.40,1.22,1.45,3.23,3.14,7.12,0.27,1.08,0.99,1.37,0.36,0.36,0.13,0.31,1.44,0.45,0.99,2.87,0.63,28.73,1.08,0.52,4.49,1.52,12818.99,19228.48,121.19,0.08,18.13,17.95,nan,6.28,121.19,9012.79,10.77,14.89,71.82,53.86,116.70,80.79,197.49,116.70,1403.47,757.82,563.59,3.24,0.00
Catanzaro,Italy,12.64,52.69,6.85,3.69,4.21,1.12,1.69,1.05,1.05,1.40,2.63,3.44,16.86,10.43,12.64,1.84,1.86,1.84,0.74,2.35,2.63,1.32,0.60,6.85,1.05,1.90,6.32,1.69,31.61,8.43,0.84,27.40,2.05,25816.76,24967.31,177.74,nan,26.34,52.69,26.34,11.59,nan,nan,52.69,21.07,97.47,178.08,474.19,263.44,895.68,526.87,2086.42,1612.23,1253.96,3.00,0.00
Santa Monica,United States,20.00,82.50,9.99,8.00,8.00,5.00,2.70,2.30,1.12,3.80,5.62,3.75,12.63,11.58,13.59,4.15,1.78,3.46,5.93,2.76,2.42,1.79,2.00,10.00,2.56,2.95,11.00,1.75,100.00,3.50,1.79,20.75,1.69,25000.00,25500.00,164.00,0.10,67.95,126.33,45.00,15.99,1361.25,22929.57,58.75,40.75,89.00,132.50,2650.00,2200.00,4900.00,3700.00,15069.47,9149.32,6512.00,5.45,0.00
Volos,Greece,10.54,42.15,7.38,3.16,4.74,3.09,1.46,0.53,1.31,1.04,2.04,3.30,8.89,7.55,12.03,1.29,1.47,1.13,1.87,0.76,0.79,0.99,0.79,4.74,1.69,3.95,4.85,1.37,52.69,3.37,2.11,13.17,2.20,16333.05,16069.61,252.90,0.17,24.76,43.55,8.78,8.17,342.47,6849.34,68.49,28.98,69.81,90.97,408.33,326.66,562.00,526.87,1650.87,1615.74,807.87,5.00,1.00
As Salt,Jordan,5.99,18.33,5.99,7.05,7.05,2.11,0.53,0.32,1.47,0.35,1.68,2.02,7.39,4.44,10.93,1.94,1.59,1.50,0.75,0.95,0.74,0.64,0.53,21.15,5.10,6.21,3.17,nan,nan,0.49,0.70,7.05,1.06,16918.09,18327.93,75.22,0.03,28.20,42.30,nan,11.28,58.74,6077.73,55.90,63.25,103.46,89.00,nan,nan,nan,nan,nan,nan,493.44,7.67,0.00
Mukacheve,Ukraine,2.18,9.52,4.42,0.76,0.95,0.41,0.33,0.22,0.76,0.41,0.76,0.91,4.08,2.99,3.94,0.27,0.76,0.90,0.41,0.27,0.22,0.49,0.33,2.18,0.62,0.95,2.18,0.16,6.80,0.95,0.19,1.63,0.76,16018.68,15869.10,69.04,0.03,3.33,10.74,3.94,2.72,132.58,1994.40,21.76,25.16,36.58,60.92,231.17,163.18,271.96,176.78,489.54,380.75,387.55,13.10,0.00
Sliven,Bulgaria,10.69,21.37,4.27,1.07,1.60,0.53,0.53,0.53,1.08,0.80,1.55,2.34,6.50,4.43,4.81,1.95,1.39,1.25,1.60,0.75,0.93,1.20,0.64,2.67,0.80,1.34,3.21,0.59,12.82,0.80,0.53,8.01,1.48,14159.44,17098.19,132.02,0.19,9.53,21.37,8.55,5.34,418.55,8549.10,24.04,42.75,61.45,37.40,160.30,117.55,320.59,235.10,510.27,390.05,663.53,3.00,0.00
Al Wakrah,Qatar,8.24,41.20,6.87,20.60,13.73,4.49,0.84,0.34,1.93,1.36,1.55,2.70,8.63,7.94,10.51,1.92,1.68,1.68,1.21,1.24,1.44,1.33,0.51,21.97,2.75,4.12,6.32,0.55,54.93,3.02,0.55,9.61,0.57,19774.79,20598.74,59.97,0.24,86.86,77.82,24.72,12.36,671.61,11443.74,78.96,43.26,64.08,59.51,1064.27,755.29,2265.86,1647.90,nan,nan,5081.02,4.00,0.00
Mersin,Turkey,2.68,12.07,3.22,1.50,2.15,1.25,0.42,0.11,0.75,0.44,1.06,1.23,3.69,3.39,7.25,0.64,0.99,0.51,0.72,0.38,0.30,0.52,0.22,5.90,1.33,1.33,1.50,0.38,24.15,0.54,0.48,2.68,1.20,35472.98,25943.31,91.86,0.14,8.80,12.66,0.67,3.49,174.41,3085.77,33.81,23.83,52.38,45.08,203.16,164.35,365.60,261.62,872.07,751.32,313.08,18.25,1.00
Viana do Castelo,Portugal,6.32,35.30,6.48,1.05,1.63,0.92,1.23,0.91,0.68,1.10,1.00,1.84,7.38,6.49,10.97,1.91,1.65,1.82,1.66,1.35,1.41,1.26,0.74,3.69,1.24,1.38,5.27,1.58,52.69,5.27,1.05,15.60,2.12,26343.63,33294.34,118.02,0.21,30.98,31.59,11.59,6.98,228.31,4214.98,92.10,26.54,68.20,78.77,526.87,400.42,763.97,632.25,1838.79,1268.71,890.41,2.01,0.00
Sesto San Giovanni,Italy,10.01,42.15,8.43,4.21,3.69,2.37,2.90,1.58,0.84,1.00,2.11,2.74,8.43,8.43,9.48,1.26,1.05,1.26,4.21,1.05,1.05,2.11,0.21,5.27,3.16,4.21,5.80,1.37,nan,nan,nan,nan,nan,nan,nan,210.75,0.21,31.61,52.69,nan,6.32,316.12,nan,94.84,31.61,73.76,84.30,nan,nan,nan,nan,nan,nan,1053.75,nan,0.00
San Leandro,United States,16.00,nan,9.39,4.50,7.00,5.00,2.00,3.00,1.06,2.60,4.91,nan,5.00,nan,10.22,3.83,1.98,2.13,2.10,1.80,2.10,1.50,1.50,12.00,2.43,2.50,7.50,4.00,100.00,3.20,1.80,20.00,1.65,nan,nan,193.33,nan,77.50,35.00,0.00,12.18,650.00,nan,26.00,25.00,86.67,73.33,2200.00,1800.00,2900.00,2550.00,6458.35,4305.56,3980.00,nan,0.00
Aylesbury,United Kingdom,14.76,73.80,7.38,4.92,5.54,3.91,2.41,1.45,1.39,1.13,1.02,1.69,8.82,5.54,7.87,1.41,1.15,1.35,0.92,1.31,1.13,0.80,1.78,9.84,3.49,3.69,12.30,1.72,98.40,3.69,1.23,11.07,1.89,23370.00,26110.85,110.70,0.02,44.90,35.36,12.30,13.53,2060.25,18450.00,36.90,36.90,70.42,59.66,984.00,817.95,2398.50,2214.00,nan,nan,2091.00,4.10,0.00
Coronel Oviedo,Paraguay,4.56,20.78,4.16,0.66,0.97,0.97,0.62,0.38,0.67,0.69,0.69,1.66,3.46,3.88,5.06,1.11,1.04,1.11,1.39,0.62,0.83,0.69,1.11,6.23,0.83,1.25,1.66,0.48,nan,0.69,2.77,nan,0.86,nan,nan,55.42,0.24,16.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Ciudad de Ceuta,Spain,7.38,31.61,6.85,2.11,3.16,1.26,1.58,1.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.30,0.19,42.15,nan,nan,nan,158.06,nan,68.49,26.34,73.76,89.57,1580.62,nan,nan,nan,nan,nan,2212.86,1.50,0.00
Citrus Heights,United States,20.00,nan,10.50,nan,6.00,3.00,nan,nan,nan,nan,3.58,nan,8.82,nan,nan,4.41,3.42,4.41,4.52,3.86,4.41,2.15,1.50,12.00,4.29,3.50,7.75,3.00,nan,nan,nan,nan,nan,nan,20000.00,237.68,nan,66.08,nan,nan,14.00,nan,nan,40.00,nan,75.00,40.00,1200.00,nan,nan,nan,nan,nan,3720.00,5.43,0.00
State College,United States,15.00,50.00,9.00,5.00,7.00,5.00,2.12,2.21,0.98,2.55,2.86,2.08,8.76,8.82,10.10,5.27,1.39,5.39,5.42,1.85,2.59,2.31,1.46,9.00,2.12,2.25,7.25,2.20,88.00,2.17,1.09,13.99,1.25,24605.00,21064.00,189.44,0.10,73.33,45.00,12.00,10.38,1000.00,nan,43.83,32.25,79.75,76.25,1200.00,983.33,2766.67,2183.33,1646.88,1399.31,3291.67,5.43,0.00
Maldonado,Uruguay,17.91,52.45,11.51,3.33,3.84,4.32,2.06,2.05,1.11,2.38,1.54,3.58,13.11,11.84,10.78,2.87,3.05,2.02,2.80,1.97,2.04,1.09,1.60,7.68,2.00,2.48,4.61,1.28,46.05,1.54,1.66,11.51,1.81,33261.47,38881.25,138.75,0.22,40.14,37.53,30.70,8.96,355.00,2179.91,97.68,50.30,107.46,110.87,356.49,247.33,554.36,443.49,2117.83,1733.26,716.40,8.00,0.00
Clichy,France,15.81,50.58,6.32,4.74,3.16,3.16,nan,nan,0.87,2.00,1.87,1.90,nan,5.26,6.94,1.66,1.78,2.62,2.26,1.32,1.52,1.04,0.36,4.32,nan,nan,10.33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.22,26.34,57.96,44.26,nan,nan,nan,nan,nan,nan,2067.97,nan,0.00
San Baudilio de Llobregat,Spain,11.59,50.05,7.38,2.11,2.11,1.70,1.69,1.20,0.93,1.09,1.26,2.26,8.69,5.62,5.80,1.62,1.77,1.74,1.89,1.70,1.03,0.97,0.76,3.16,1.09,0.98,5.27,nan,nan,4.21,0.99,22.21,1.72,24236.14,21074.90,96.15,0.26,34.51,52.69,nan,8.17,342.47,5426.79,73.76,30.73,72.44,64.98,632.25,495.26,895.68,769.23,nan,2634.36,1854.59,3.40,0.00
Nakhon Sawan,Thailand,2.02,nan,5.73,2.16,2.74,1.44,0.35,0.46,1.28,0.86,nan,nan,5.76,5.73,6.60,1.30,1.15,1.44,nan,nan,0.86,nan,0.40,5.18,1.58,nan,2.88,0.58,nan,1.01,1.11,nan,1.31,38880.58,23040.34,57.60,0.01,17.57,nan,nan,5.76,nan,10368.15,nan,5.73,nan,201.60,nan,115.20,nan,nan,nan,nan,nan,7.00,0.00
Burnley,United Kingdom,14.15,57.20,7.07,2.95,3.69,3.21,1.94,1.20,1.15,1.44,1.72,2.02,13.08,8.89,7.38,1.23,1.72,1.85,2.46,2.67,1.11,0.98,1.35,9.84,2.21,3.08,15.68,3.81,98.93,3.69,1.14,14.76,1.88,27675.00,32595.01,98.40,0.04,33.52,25.83,nan,9.84,344.40,nan,75.85,31.98,74.72,69.70,738.00,399.75,nan,nan,nan,nan,3751.50,4.17,0.00
Loznica,Serbia,3.59,22.44,3.59,1.62,2.06,1.23,1.08,0.63,0.98,0.58,0.94,1.62,4.49,4.71,8.68,0.84,1.29,1.35,1.56,0.67,0.48,0.31,0.58,4.49,1.35,0.90,3.37,0.54,18.85,1.17,0.45,3.59,1.47,15260.70,9874.57,125.68,0.02,15.92,35.91,nan,2.69,179.54,nan,26.93,26.93,62.84,71.82,206.47,134.65,224.42,179.54,1052.97,789.73,403.96,2.10,0.00
Como,Italy,18.97,79.03,8.59,5.27,5.01,1.73,2.77,1.46,1.50,1.83,2.63,3.56,20.37,13.00,21.34,2.11,2.05,1.93,2.11,1.87,1.93,1.79,0.75,7.38,1.84,2.90,6.32,1.58,33.98,6.85,2.42,42.15,2.22,28319.40,29329.24,195.55,0.33,28.10,45.08,15.81,10.48,597.12,12644.94,108.89,28.10,121.18,140.50,878.12,553.22,1738.68,1176.68,5093.10,2669.49,1685.99,2.60,1.00
Piatra Neamt,Romania,7.49,21.41,5.46,1.50,2.14,1.28,1.28,0.64,0.78,0.64,1.07,2.63,3.21,4.07,4.28,0.93,1.14,1.25,2.09,0.50,0.54,0.43,0.54,3.21,0.80,0.86,4.71,0.54,16.59,0.48,0.48,4.07,1.71,14985.76,22405.27,64.22,0.05,9.47,25.69,8.56,4.82,321.12,5245.02,64.22,32.11,53.52,85.63,235.49,176.62,460.28,347.88,1161.23,950.09,535.21,4.00,0.00
Kouvola,Finland,10.54,63.22,7.90,6.32,4.74,3.16,2.11,1.83,1.02,2.03,1.58,2.11,6.58,11.33,11.59,2.03,2.11,1.55,3.16,1.05,1.58,2.10,2.03,10.54,2.63,2.11,9.50,3.69,46.36,6.22,1.69,49.57,2.34,22655.52,24236.14,149.21,0.08,27.19,31.61,nan,15.81,347.03,nan,73.76,26.34,73.76,94.84,nan,nan,526.87,421.50,2107.49,1053.75,2634.36,2.00,0.00
El Bayadh,Algeria,1.45,8.68,2.89,nan,nan,0.29,0.65,0.14,0.51,0.17,0.94,0.91,5.61,3.40,9.04,2.05,2.41,1.47,0.80,0.63,0.25,0.40,0.24,nan,nan,nan,1.95,0.22,nan,0.36,0.36,7.23,0.25,32548.57,25315.55,43.40,0.11,57.86,11.57,nan,nan,nan,1446.60,13.02,nan,72.33,108.50,nan,nan,nan,nan,nan,nan,253.16,nan,0.00
Hawthorne,United States,nan,nan,8.00,nan,nan,4.42,nan,2.00,nan,nan,7.72,nan,26.46,nan,nan,2.18,0.84,2.18,2.18,0.86,1.30,0.99,0.89,nan,nan,nan,nan,nan,nan,2.60,1.68,60.00,nan,22000.00,nan,135.70,0.10,61.43,nan,nan,16.00,1400.00,nan,23.67,30.00,70.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.00
Toledo,Spain,10.54,34.25,7.90,2.63,2.63,1.58,1.83,0.97,0.77,0.66,0.94,2.02,5.80,5.09,7.73,1.67,1.79,1.46,3.09,1.14,1.12,1.33,1.02,3.16,0.48,1.11,5.48,1.48,33.72,3.74,0.90,18.97,1.52,20021.16,20372.41,102.74,0.02,35.56,41.45,10.54,8.01,173.87,3161.24,59.71,29.86,75.08,77.27,491.75,342.47,860.56,526.87,1896.74,nan,1317.18,3.52,0.00
Cozumel,Mexico,3.47,42.86,6.18,1.36,1.98,2.89,1.44,1.06,1.09,3.08,1.85,2.79,4.34,5.42,10.54,2.38,1.54,1.35,1.17,1.77,1.86,1.01,0.88,5.95,1.46,2.86,2.64,0.68,15.47,2.32,1.22,5.16,1.12,14050.18,13860.43,49.52,0.11,22.86,26.98,15.47,4.38,182.73,2475.31,21.42,17.73,58.59,28.97,541.47,275.03,825.10,524.28,1852.67,1011.92,614.94,9.75,0.00
Busto Arsizio,Italy,14.23,60.59,8.64,4.74,3.69,2.00,2.99,1.93,1.12,1.93,2.00,2.91,10.41,9.72,15.21,1.54,1.17,1.90,2.24,1.53,1.14,0.90,0.29,4.21,0.87,1.58,6.11,1.58,36.35,nan,nan,nan,2.25,nan,nan,205.03,0.21,34.84,52.69,36.88,12.12,344.22,nan,91.32,42.15,110.38,113.28,553.22,491.75,1053.75,737.62,6322.47,2950.49,1595.37,1.50,0.00
Pori,Finland,12.64,92.20,9.48,6.32,7.38,3.82,3.16,2.07,1.01,2.99,2.15,2.63,8.22,10.91,12.79,2.22,1.63,2.07,4.07,1.12,1.58,1.71,1.61,12.64,3.17,3.18,9.22,3.69,59.54,7.35,1.52,42.15,2.33,28977.99,30941.47,129.74,0.09,24.23,36.09,26.69,15.81,309.80,5479.48,94.84,56.20,103.00,128.29,511.07,395.15,890.41,695.47,2687.05,1554.27,2212.86,2.00,0.00
Clifton,United States,16.00,90.00,9.50,6.00,8.00,4.12,2.00,1.39,1.50,3.00,3.48,3.00,12.31,nan,nan,0.99,1.40,2.60,3.11,1.72,1.44,1.44,1.50,10.50,3.00,2.25,10.00,2.75,78.00,2.50,2.95,nan,1.19,29500.00,20200.00,135.00,0.06,34.55,40.00,nan,13.50,2400.00,24590.00,47.50,47.50,62.48,187.50,2175.00,1750.00,nan,nan,nan,nan,3316.00,4.50,0.00
Al Muharraq,Bahrain,5.97,31.83,5.57,9.28,9.28,2.65,0.88,0.53,1.43,0.69,2.83,1.84,5.97,7.16,8.84,1.72,1.64,1.50,1.38,1.04,0.84,1.59,0.50,31.83,nan,5.30,5.84,0.80,nan,3.98,3.98,nan,0.45,21219.54,15914.66,225.04,0.07,41.78,53.05,nan,9.28,358.08,6807.94,39.79,39.79,86.20,92.84,729.42,497.33,1326.22,1149.39,nan,nan,2519.82,10.00,0.00
Nazareth,Israel,17.62,64.59,15.27,5.87,7.63,3.62,2.50,1.86,1.92,2.30,2.54,3.90,10.99,10.18,16.15,2.45,2.45,1.54,1.93,1.08,1.08,1.17,1.25,10.28,2.25,2.47,10.28,1.47,35.23,5.87,1.61,20.55,1.94,40618.90,40516.14,205.52,0.02,24.47,81.23,8.81,11.74,601.87,2935.95,99.09,62.39,108.63,121.11,543.15,499.11,983.54,822.07,3229.55,2446.63,3033.82,2.97,0.00
Chaguanas,Trinidad And Tobago,10.32,73.74,6.64,1.47,2.95,3.02,0.97,0.77,2.05,2.13,2.65,3.77,8.12,7.48,8.21,4.32,2.05,2.85,3.35,1.71,1.48,1.42,1.16,22.12,2.12,3.17,4.65,1.47,38.15,0.81,0.73,1.77,0.85,36869.27,33735.38,66.36,0.26,50.85,40.56,18.43,7.37,272.83,1966.36,47.01,39.33,123.51,103.23,398.19,353.94,792.69,575.16,2381.15,2381.15,909.44,5.50,0.00
Osijek,Croatia,6.98,27.92,5.58,2.02,2.37,1.30,1.75,1.30,1.01,0.94,1.54,2.32,6.63,7.68,9.77,0.93,1.34,1.49,1.54,0.67,0.70,0.95,1.00,5.58,1.36,1.56,4.47,1.54,38.39,2.79,0.70,7.68,1.60,26523.72,22917.42,146.95,0.14,23.28,32.07,8.90,5.10,174.50,nan,73.29,32.28,69.80,77.78,342.02,232.68,519.46,422.65,1618.38,1470.74,825.57,3.79,1.00
Mbarara,Uganda,4.29,16.07,4.02,0.87,1.14,2.14,0.54,0.27,0.48,1.34,0.80,0.96,2.97,6.70,3.75,2.14,1.34,2.41,0.67,0.54,0.67,0.80,0.54,8.04,0.54,0.80,2.68,0.27,nan,nan,0.67,0.94,1.17,7138.04,8280.13,13.40,0.01,75.02,nan,nan,5.36,nan,nan,8.04,nan,nan,nan,nan,nan,214.33,nan,nan,nan,nan,nan,0.00
Lucerne,Switzerland,26.71,128.21,17.10,7.48,5.88,4.95,3.65,3.54,1.71,3.69,2.27,6.34,22.44,26.71,73.01,3.50,3.05,3.39,3.54,2.99,2.78,2.14,1.53,10.68,2.24,2.88,8.76,4.27,85.48,7.48,4.17,53.42,2.04,30985.06,27779.71,248.81,0.29,54.49,83.95,40.07,20.30,2030.06,21369.01,106.85,61.97,122.87,137.12,1424.60,1104.07,2760.16,2429.96,11485.84,8280.49,5356.84,1.50,1.00
Chervonohrad,Ukraine,2.99,10.88,2.86,0.65,0.89,0.89,0.39,0.26,0.54,0.55,0.92,1.21,2.18,3.53,3.80,0.39,0.82,0.82,0.77,0.23,0.30,0.61,0.40,3.53,0.51,0.92,1.63,nan,nan,0.95,0.20,2.04,0.82,16453.82,15451.18,59.83,0.01,2.72,nan,5.44,3.40,67.99,5412.08,43.97,28.54,54.38,102.89,nan,nan,nan,nan,407.95,nan,nan,15.55,0.00
Zilina,Slovakia,6.85,31.61,6.32,1.90,2.00,2.02,1.30,0.93,0.71,1.04,1.35,2.42,10.01,5.98,10.73,1.59,1.66,1.76,3.15,0.94,0.86,1.05,0.66,4.74,0.80,1.51,4.65,0.90,21.07,3.16,1.05,9.48,1.79,17913.67,25289.89,211.45,0.06,21.07,27.40,11.24,7.64,nan,nan,59.71,32.93,86.93,98.35,487.36,405.69,763.97,632.25,2266.61,1773.80,1101.69,1.29,1.00
Newmarket,Canada,16.68,63.66,8.89,4.45,5.19,3.15,1.38,1.17,1.93,2.02,3.26,2.60,7.41,13.52,16.31,2.91,1.28,2.24,2.94,2.72,1.94,1.63,0.94,10.38,2.44,2.78,11.12,3.06,111.17,2.96,1.48,23.72,1.41,18528.74,19516.94,193.04,0.37,65.51,33.35,25.94,11.12,1651.53,35767.89,40.76,43.23,80.54,85.23,1642.88,1544.06,2322.27,2019.63,3705.75,2594.02,2421.09,4.69,0.00
